Family_Income,Scholarship,Education_Loan,Father_Occupation,Mother_Occupation,Parent_Education,Home_Location,HighSchool_Grade,Admission_Quota,Dropout,Batch
25000,No,No,Small Business,Nurse,No Formal Education,Semi-Urban,80.9,SC/ST,1,2024
12000,Yes,Yes,Shopkeeper,Government Job,Primary School,Urban,44.1,Merit,0,2024
3000,No,No,Small Business,Factory Worker,No Formal Education,Urban,84.3,NRI,1,2022
60000,No,No,Farmer,Homemaker,HighSchool,Rural,80.5,Merit,1,2024
18000,No,No,Doctor,Farmer,Graduate,Urban,42.0,Management,0,2021
25000,Yes,No,Teacher,Government Job,HighSchool,Urban,98.6,Merit,0,2024
5000,Yes,Yes,Doctor,Government Job,Postgraduate,Semi-Urban,97.8,Management,0,2021
60000,No,Yes,Engineer,Nurse,Postgraduate,Urban,95.9,SC/ST,0,2022
8000,No,No,Farmer,Shopkeeper,Postgraduate,Semi-Urban,54.5,OBC,1,2024
18000,Yes,Yes,Small Business,Factory Worker,HighSchool,Semi-Urban,79.4,OBC,0,2021
60000,Yes,Yes,Daily Wage Worker,Farmer,HighSchool,Rural,66.4,Merit,1,2021
18000,No,No,Driver,Daily Wage Worker,Diploma,Urban,59.7,NRI,0,2023
75000,Yes,No,Small Business,Teacher,Diploma,Urban,65.1,SC/ST,0,2024
8000,No,Yes,Teacher,Factory Worker,Primary School,Rural,81.1,SC/ST,1,2024
35000,No,Yes,Small Business,Farmer,HighSchool,Semi-Urban,46.4,Management,1,2023
100000,No,No,Teacher,Factory Worker,Graduate,Rural,66.2,Merit,0,2022
25000,Yes,No,Daily Wage Worker,Factory Worker,Graduate,Urban,95.3,Merit,0,2022
35000,No,Yes,Daily Wage Worker,Nurse,HighSchool,Rural,76.1,SC/ST,1,2022
18000,Yes,No,Government Job,Factory Worker,HighSchool,Rural,94.1,SC/ST,1,2024
45000,No,No,Small Business,Nurse,Graduate,Urban,41.5,SC/ST,1,2024
75000,Yes,No,Government Job,Factory Worker,Graduate,Semi-Urban,73.5,Management,0,2022
35000,No,Yes,Small Business,Government Job,Graduate,Semi-Urban,81.1,Merit,0,2022
75000,No,Yes,Teacher,Factory Worker,Graduate,Semi-Urban,60.0,OBC,0,2024
25000,No,No,Engineer,Homemaker,Graduate,Urban,47.3,Management,0,2023
25000,No,No,Farmer,Factory Worker,HighSchool,Rural,45.3,OBC,1,2023
12000,No,No,Shopkeeper,Factory Worker,HighSchool,Rural,71.9,Management,1,2021
35000,Yes,Yes,Teacher,Farmer,No Formal Education,Semi-Urban,51.4,Sports,1,2021
60000,Yes,No,Engineer,Factory Worker,Diploma,Semi-Urban,43.0,Sports,0,2023
35000,Yes,No,Doctor,Government Job,Postgraduate,Semi-Urban,89.0,Sports,0,2023
12000,No,No,Government Job,Teacher,Graduate,Semi-Urban,87.5,Merit,0,2023
25000,Yes,No,Government Job,Daily Wage Worker,Graduate,Semi-Urban,84.1,OBC,0,2023
45000,No,No,Daily Wage Worker,Daily Wage Worker,HighSchool,Rural,72.3,Merit,1,2022
75000,Yes,Yes,Driver,Farmer,Graduate,Rural,70.5,Management,0,2024
8000,Yes,Yes,Government Job,Homemaker,HighSchool,Semi-Urban,72.4,Merit,0,2022
8000,No,No,Teacher,Daily Wage Worker,HighSchool,Rural,85.6,SC/ST,1,2023
18000,No,Yes,Daily Wage Worker,Government Job,Graduate,Urban,79.0,Management,1,2023
8000,Yes,Yes,Daily Wage Worker,Teacher,No Formal Education,Urban,48.5,Merit,1,2021
100000,No,Yes,Government Job,Factory Worker,HighSchool,Rural,60.5,NRI,0,2024
18000,Yes,Yes,Daily Wage Worker,Homemaker,Primary School,Rural,80.3,OBC,1,2023
25000,Yes,Yes,Shopkeeper,Homemaker,HighSchool,Rural,72.5,Merit,0,2022
12000,No,No,Daily Wage Worker,Teacher,HighSchool,Semi-Urban,95.0,Management,1,2022
18000,No,No,Doctor,Shopkeeper,Graduate,Urban,56.4,Merit,0,2021
100000,No,No,Government Job,Teacher,HighSchool,Rural,82.6,NRI,0,2022
25000,Yes,No,Small Business,Farmer,No Formal Education,Rural,81.9,NRI,0,2024
3000,No,Yes,Farmer,Homemaker,Diploma,Semi-Urban,84.6,Merit,1,2022
12000,No,No,Small Business,Government Job,HighSchool,Semi-Urban,77.9,Merit,1,2021
100000,No,Yes,Daily Wage Worker,Nurse,Graduate,Semi-Urban,92.4,Merit,0,2022
100000,Yes,Yes,Doctor,Shopkeeper,Graduate,Urban,86.1,Management,0,2021
12000,Yes,No,Small Business,Shopkeeper,Graduate,Urban,88.1,Management,0,2024
35000,Yes,Yes,Daily Wage Worker,Government Job,Graduate,Semi-Urban,66.3,Merit,0,2021
5000,Yes,Yes,Farmer,Homemaker,Graduate,Rural,44.1,OBC,1,2022
25000,Yes,No,Driver,Homemaker,HighSchool,Semi-Urban,72.3,Merit,0,2023
8000,Yes,Yes,Small Business,Homemaker,Graduate,Semi-Urban,68.3,Merit,0,2022
45000,No,No,Doctor,Shopkeeper,Diploma,Rural,94.8,SC/ST,1,2021
75000,No,No,Engineer,Factory Worker,Diploma,Urban,80.0,Merit,0,2024
8000,Yes,No,Engineer,Homemaker,Graduate,Urban,86.7,Management,0,2022
18000,No,No,Driver,Homemaker,Graduate,Semi-Urban,81.2,Merit,1,2021
5000,No,No,Factory Worker,Nurse,Diploma,Urban,77.5,Management,1,2021
12000,Yes,Yes,Doctor,Shopkeeper,Postgraduate,Semi-Urban,93.9,OBC,0,2024
5000,Yes,Yes,Small Business,Teacher,Diploma,Urban,44.0,Sports,0,2023
12000,No,No,Driver,Homemaker,Diploma,Urban,91.6,Merit,0,2022
100000,No,No,Daily Wage Worker,Farmer,Diploma,Urban,87.4,Merit,0,2022
5000,No,No,Doctor,Nurse,Graduate,Rural,98.6,Management,0,2024
60000,No,No,Teacher,Shopkeeper,Postgraduate,Semi-Urban,48.0,Merit,0,2022
5000,No,No,Shopkeeper,Daily Wage Worker,Graduate,Semi-Urban,89.7,Management,1,2021
25000,No,No,Farmer,Factory Worker,HighSchool,Urban,54.4,Management,1,2023
18000,Yes,Yes,Small Business,Homemaker,Diploma,Urban,43.6,SC/ST,1,2024
75000,No,Yes,Daily Wage Worker,Nurse,HighSchool,Rural,54.8,Merit,1,2022
8000,No,No,Small Business,Nurse,Graduate,Urban,48.8,SC/ST,1,2021
8000,Yes,Yes,Shopkeeper,Nurse,Postgraduate,Rural,56.9,Sports,1,2024
45000,No,Yes,Daily Wage Worker,Shopkeeper,Postgraduate,Urban,94.0,OBC,0,2024
45000,No,No,Factory Worker,Teacher,Diploma,Rural,78.7,Management,0,2024
35000,No,No,Shopkeeper,Government Job,HighSchool,Semi-Urban,73.7,Merit,0,2022
3000,Yes,No,Farmer,Government Job,Diploma,Semi-Urban,91.5,Sports,1,2023
12000,No,No,Government Job,Farmer,HighSchool,Urban,93.0,Sports,1,2022
60000,No,No,Driver,Nurse,Postgraduate,Semi-Urban,96.8,SC/ST,0,2021
35000,Yes,No,Factory Worker,Government Job,HighSchool,Rural,91.7,Merit,1,2023
35000,Yes,No,Daily Wage Worker,Nurse,Graduate,Semi-Urban,88.3,Merit,0,2022
12000,Yes,No,Driver,Factory Worker,Diploma,Semi-Urban,41.9,Merit,1,2024
12000,Yes,No,Driver,Nurse,Graduate,Rural,72.9,Merit,0,2024
75000,Yes,No,Government Job,Teacher,Postgraduate,Rural,63.1,Merit,0,2021
45000,No,No,Engineer,Homemaker,Graduate,Urban,43.7,SC/ST,0,2021
8000,No,No,Government Job,Factory Worker,Graduate,Rural,45.4,SC/ST,1,2021
75000,No,No,Doctor,Homemaker,No Formal Education,Rural,65.3,Merit,0,2021
25000,No,No,Factory Worker,Shopkeeper,Primary School,Semi-Urban,95.8,Sports,1,2022
12000,No,Yes,Teacher,Homemaker,Diploma,Rural,66.8,SC/ST,1,2024
18000,No,No,Shopkeeper,Factory Worker,HighSchool,Semi-Urban,85.6,Merit,0,2023
45000,Yes,Yes,Daily Wage Worker,Homemaker,Graduate,Rural,52.5,OBC,1,2023
18000,Yes,Yes,Shopkeeper,Nurse,Diploma,Rural,53.9,Merit,1,2022
25000,No,No,Shopkeeper,Farmer,HighSchool,Semi-Urban,89.7,Merit,0,2022
35000,No,No,Government Job,Nurse,Graduate,Semi-Urban,57.1,Management,0,2022
8000,No,Yes,Farmer,Shopkeeper,Postgraduate,Rural,78.3,OBC,1,2024
75000,No,No,Small Business,Shopkeeper,Postgraduate,Semi-Urban,40.1,Merit,0,2021
18000,No,Yes,Shopkeeper,Shopkeeper,HighSchool,Urban,41.7,Management,1,2023
18000,No,Yes,Daily Wage Worker,Farmer,HighSchool,Urban,68.0,SC/ST,1,2023
35000,No,No,Daily Wage Worker,Homemaker,HighSchool,Rural,74.8,Sports,1,2022
35000,Yes,No,Daily Wage Worker,Factory Worker,Postgraduate,Semi-Urban,44.6,OBC,1,2022
18000,No,Yes,Farmer,Farmer,Graduate,Semi-Urban,86.5,Merit,1,2022
35000,Yes,No,Factory Worker,Factory Worker,Postgraduate,Rural,43.9,Sports,1,2022
75000,No,No,Daily Wage Worker,Homemaker,Postgraduate,Semi-Urban,78.9,Merit,0,2023
45000,No,Yes,Shopkeeper,Daily Wage Worker,HighSchool,Semi-Urban,79.8,Merit,1,2022
60000,No,No,Government Job,Daily Wage Worker,Diploma,Urban,65.9,Merit,0,2023
12000,Yes,Yes,Doctor,Government Job,Diploma,Rural,67.3,Management,0,2024
18000,No,Yes,Doctor,Farmer,Diploma,Semi-Urban,40.1,NRI,1,2021
25000,No,No,Driver,Farmer,Postgraduate,Urban,71.5,SC/ST,1,2023
5000,Yes,No,Teacher,Nurse,HighSchool,Semi-Urban,57.8,NRI,0,2024
45000,No,No,Daily Wage Worker,Government Job,Graduate,Urban,53.4,Merit,1,2024
12000,No,Yes,Driver,Homemaker,HighSchool,Urban,46.4,SC/ST,1,2022
12000,Yes,No,Daily Wage Worker,Nurse,Graduate,Urban,76.2,OBC,1,2022
12000,No,No,Doctor,Homemaker,HighSchool,Urban,90.5,Merit,0,2022
12000,Yes,Yes,Driver,Daily Wage Worker,Diploma,Rural,47.4,Merit,1,2024
12000,No,No,Doctor,Government Job,Graduate,Urban,83.0,OBC,0,2024
35000,Yes,No,Engineer,Farmer,Diploma,Rural,68.3,Merit,0,2023
25000,No,Yes,Government Job,Shopkeeper,Postgraduate,Urban,40.6,Management,1,2021
12000,Yes,No,Factory Worker,Homemaker,Graduate,Semi-Urban,68.9,Merit,0,2021
8000,Yes,No,Teacher,Daily Wage Worker,Primary School,Urban,89.9,SC/ST,0,2022
60000,Yes,No,Driver,Farmer,HighSchool,Rural,96.5,Management,0,2023
5000,Yes,No,Shopkeeper,Shopkeeper,HighSchool,Rural,67.5,Merit,1,2022
25000,Yes,No,Doctor,Nurse,HighSchool,Rural,66.5,Merit,0,2024
25000,No,No,Government Job,Teacher,HighSchool,Rural,60.3,Merit,1,2023
25000,No,Yes,Doctor,Farmer,HighSchool,Rural,62.3,OBC,1,2023
60000,No,No,Government Job,Shopkeeper,Postgraduate,Rural,68.1,Merit,0,2021
35000,No,No,Small Business,Homemaker,Postgraduate,Urban,44.7,OBC,0,2023
100000,No,Yes,Government Job,Nurse,HighSchool,Urban,78.2,Merit,0,2021
60000,Yes,No,Engineer,Teacher,Graduate,Semi-Urban,61.1,NRI,0,2024
12000,Yes,Yes,Small Business,Farmer,HighSchool,Urban,79.0,Merit,1,2021
12000,Yes,No,Government Job,Nurse,Diploma,Rural,77.3,Management,0,2021
12000,No,No,Doctor,Daily Wage Worker,HighSchool,Urban,92.3,Management,0,2024
18000,Yes,No,Farmer,Homemaker,HighSchool,Semi-Urban,56.6,Merit,1,2024
25000,Yes,No,Farmer,Homemaker,Diploma,Rural,95.2,Management,1,2021
12000,Yes,Yes,Factory Worker,Daily Wage Worker,Graduate,Semi-Urban,78.9,SC/ST,1,2021
12000,Yes,Yes,Driver,Homemaker,Diploma,Urban,76.7,OBC,0,2023
18000,No,No,Government Job,Nurse,Graduate,Rural,72.7,Merit,0,2024
35000,No,No,Farmer,Daily Wage Worker,Primary School,Rural,52.0,Management,1,2021
35000,Yes,No,Engineer,Government Job,Graduate,Urban,40.4,Management,0,2022
100000,Yes,No,Farmer,Teacher,Primary School,Rural,72.9,Merit,0,2023
8000,Yes,No,Driver,Nurse,Primary School,Semi-Urban,94.0,Merit,0,2023
18000,Yes,No,Daily Wage Worker,Homemaker,HighSchool,Rural,90.0,Sports,1,2021
100000,Yes,No,Doctor,Government Job,Primary School,Rural,44.6,OBC,0,2021
35000,Yes,No,Government Job,Farmer,Graduate,Urban,58.3,Sports,0,2023
25000,Yes,Yes,Engineer,Daily Wage Worker,Diploma,Urban,68.2,SC/ST,0,2024
25000,Yes,No,Factory Worker,Farmer,Graduate,Semi-Urban,68.8,OBC,0,2024
5000,No,No,Small Business,Daily Wage Worker,No Formal Education,Urban,50.9,SC/ST,1,2024
60000,No,No,Shopkeeper,Nurse,HighSchool,Rural,80.3,Merit,0,2024
35000,No,Yes,Shopkeeper,Teacher,Diploma,Rural,68.6,NRI,1,2023
25000,No,Yes,Engineer,Teacher,Primary School,Rural,90.7,Merit,0,2023
25000,Yes,No,Government Job,Shopkeeper,HighSchool,Rural,54.8,Merit,0,2021
18000,Yes,Yes,Small Business,Nurse,No Formal Education,Semi-Urban,93.7,Merit,0,2024
12000,No,Yes,Driver,Shopkeeper,Postgraduate,Urban,88.7,Merit,0,2023
45000,No,No,Factory Worker,Shopkeeper,Diploma,Rural,64.5,SC/ST,1,2024
25000,No,No,Engineer,Teacher,No Formal Education,Urban,87.8,Management,1,2024
3000,Yes,Yes,Teacher,Nurse,Diploma,Semi-Urban,77.4,Merit,0,2022
18000,Yes,No,Government Job,Homemaker,Postgraduate,Rural,66.8,OBC,1,2024
75000,No,No,Teacher,Homemaker,HighSchool,Semi-Urban,70.2,OBC,0,2022
18000,No,No,Driver,Daily Wage Worker,HighSchool,Semi-Urban,72.4,Sports,1,2021
18000,Yes,No,Engineer,Farmer,Postgraduate,Urban,53.4,Sports,0,2022
35000,No,Yes,Teacher,Shopkeeper,Postgraduate,Urban,49.0,Management,0,2022
45000,Yes,Yes,Doctor,Teacher,Diploma,Semi-Urban,86.4,Merit,0,2022
35000,Yes,Yes,Daily Wage Worker,Nurse,HighSchool,Semi-Urban,45.1,Management,1,2022
60000,No,Yes,Daily Wage Worker,Teacher,HighSchool,Semi-Urban,80.6,Merit,1,2023
8000,No,Yes,Small Business,Nurse,Postgraduate,Rural,91.9,SC/ST,1,2023
75000,No,No,Small Business,Government Job,Graduate,Urban,65.7,Sports,0,2022
75000,No,Yes,Farmer,Shopkeeper,HighSchool,Rural,85.7,Sports,1,2023
25000,No,No,Shopkeeper,Daily Wage Worker,No Formal Education,Semi-Urban,91.0,Merit,1,2024
35000,No,No,Teacher,Homemaker,Primary School,Urban,56.7,Merit,0,2024
12000,No,Yes,Daily Wage Worker,Factory Worker,Graduate,Rural,54.8,Merit,1,2023
18000,Yes,Yes,Shopkeeper,Nurse,Graduate,Semi-Urban,71.4,Merit,0,2024
8000,No,No,Government Job,Nurse,HighSchool,Rural,93.6,Management,1,2022
3000,Yes,No,Shopkeeper,Shopkeeper,Graduate,Rural,81.0,Merit,0,2021
100000,No,No,Small Business,Factory Worker,Graduate,Semi-Urban,50.8,Management,0,2024
12000,No,Yes,Daily Wage Worker,Homemaker,Graduate,Urban,63.6,Management,1,2023
25000,No,No,Farmer,Factory Worker,HighSchool,Rural,74.2,Sports,1,2023
12000,No,No,Government Job,Government Job,Postgraduate,Urban,61.9,Merit,0,2024
18000,No,No,Shopkeeper,Shopkeeper,No Formal Education,Semi-Urban,51.4,Merit,1,2022
18000,Yes,Yes,Doctor,Factory Worker,Diploma,Urban,87.9,SC/ST,0,2022
12000,Yes,Yes,Farmer,Farmer,HighSchool,Urban,80.7,Merit,0,2024
35000,No,Yes,Government Job,Teacher,Graduate,Semi-Urban,86.4,OBC,0,2024
100000,No,Yes,Engineer,Factory Worker,Graduate,Semi-Urban,49.6,OBC,0,2022
18000,No,No,Doctor,Homemaker,HighSchool,Semi-Urban,49.0,Merit,0,2022
100000,Yes,No,Driver,Daily Wage Worker,Diploma,Urban,45.6,Merit,0,2021
35000,No,No,Daily Wage Worker,Daily Wage Worker,Diploma,Urban,78.7,Merit,0,2021
35000,No,No,Daily Wage Worker,Teacher,Diploma,Semi-Urban,93.3,Sports,1,2024
12000,Yes,Yes,Factory Worker,Nurse,No Formal Education,Urban,90.4,Management,1,2022
5000,Yes,No,Farmer,Government Job,HighSchool,Semi-Urban,55.3,SC/ST,1,2023
60000,Yes,Yes,Teacher,Farmer,Postgraduate,Urban,59.9,OBC,0,2024
25000,No,No,Government Job,Shopkeeper,HighSchool,Semi-Urban,68.3,OBC,0,2021
18000,No,No,Government Job,Shopkeeper,Diploma,Rural,41.1,SC/ST,1,2022
45000,No,Yes,Farmer,Farmer,HighSchool,Semi-Urban,79.7,Merit,1,2021
12000,Yes,No,Factory Worker,Government Job,Graduate,Urban,52.8,NRI,0,2023
45000,Yes,No,Farmer,Teacher,Graduate,Semi-Urban,88.0,Merit,0,2024
12000,No,Yes,Daily Wage Worker,Homemaker,Graduate,Semi-Urban,70.4,Management,1,2021
75000,Yes,No,Doctor,Farmer,Graduate,Urban,49.2,SC/ST,0,2021
12000,No,No,Farmer,Daily Wage Worker,Diploma,Urban,84.2,Merit,1,2023
8000,Yes,No,Farmer,Nurse,Postgraduate,Rural,87.7,Sports,0,2023
35000,No,Yes,Small Business,Farmer,Graduate,Rural,90.5,Merit,1,2023
8000,No,No,Teacher,Teacher,Graduate,Urban,46.2,Merit,0,2021
75000,No,No,Factory Worker,Daily Wage Worker,Graduate,Rural,67.7,Merit,1,2021
35000,Yes,No,Shopkeeper,Nurse,Diploma,Urban,43.1,Management,0,2024
12000,No,No,Shopkeeper,Teacher,Graduate,Semi-Urban,96.5,SC/ST,1,2022
8000,No,Yes,Small Business,Farmer,Graduate,Semi-Urban,67.6,Management,1,2021
75000,Yes,No,Small Business,Government Job,Postgraduate,Urban,85.0,Merit,0,2024
35000,Yes,Yes,Small Business,Teacher,Postgraduate,Urban,54.8,Management,0,2023
60000,Yes,Yes,Farmer,Nurse,Diploma,Rural,52.4,Merit,1,2024
8000,Yes,No,Daily Wage Worker,Government Job,Graduate,Rural,68.4,Merit,1,2024
75000,Yes,Yes,Doctor,Farmer,HighSchool,Urban,75.9,Merit,0,2021
25000,Yes,Yes,Daily Wage Worker,Nurse,Postgraduate,Urban,56.1,Sports,1,2023
35000,No,Yes,Daily Wage Worker,Factory Worker,Graduate,Rural,60.6,SC/ST,1,2023
18000,No,Yes,Government Job,Government Job,Postgraduate,Rural,64.5,Merit,1,2022
5000,No,No,Driver,Homemaker,Graduate,Semi-Urban,40.6,SC/ST,1,2024
75000,No,No,Engineer,Daily Wage Worker,Graduate,Semi-Urban,54.2,SC/ST,0,2022
100000,No,No,Government Job,Homemaker,Primary School,Urban,85.6,Sports,0,2021
18000,No,Yes,Farmer,Farmer,Graduate,Urban,88.0,Management,1,2024
75000,No,No,Teacher,Daily Wage Worker,HighSchool,Semi-Urban,83.4,SC/ST,0,2023
8000,Yes,Yes,Government Job,Daily Wage Worker,Diploma,Semi-Urban,48.2,Management,1,2023
8000,Yes,Yes,Shopkeeper,Shopkeeper,HighSchool,Semi-Urban,48.4,Management,1,2023
5000,Yes,No,Farmer,Daily Wage Worker,HighSchool,Semi-Urban,58.3,SC/ST,1,2024
18000,Yes,Yes,Factory Worker,Factory Worker,Graduate,Urban,52.6,Merit,0,2023
5000,No,No,Teacher,Farmer,Diploma,Rural,41.3,SC/ST,1,2021
18000,No,No,Government Job,Government Job,HighSchool,Semi-Urban,53.1,Merit,0,2022
8000,No,Yes,Government Job,Nurse,Graduate,Rural,68.6,Management,1,2024
45000,No,No,Shopkeeper,Government Job,Primary School,Urban,75.9,SC/ST,1,2024
60000,No,No,Factory Worker,Government Job,HighSchool,Urban,45.3,Merit,0,2021
35000,Yes,Yes,Daily Wage Worker,Government Job,HighSchool,Rural,62.2,Merit,1,2021
8000,No,Yes,Doctor,Government Job,HighSchool,Urban,62.2,Merit,0,2022
45000,No,Yes,Factory Worker,Government Job,Postgraduate,Semi-Urban,47.8,Merit,1,2024
12000,No,No,Government Job,Daily Wage Worker,Graduate,Urban,95.9,Merit,0,2023
45000,No,No,Teacher,Nurse,Graduate,Urban,98.6,SC/ST,0,2023
25000,Yes,No,Teacher,Homemaker,Graduate,Urban,46.7,NRI,0,2024
18000,Yes,No,Government Job,Factory Worker,HighSchool,Rural,56.1,Management,1,2022
5000,Yes,Yes,Daily Wage Worker,Factory Worker,Graduate,Urban,40.7,Merit,1,2023
60000,Yes,No,Daily Wage Worker,Daily Wage Worker,Graduate,Urban,86.6,Merit,0,2023
75000,No,Yes,Teacher,Homemaker,Diploma,Urban,64.7,OBC,0,2021
35000,No,No,Factory Worker,Government Job,Diploma,Urban,97.9,Merit,0,2022
100000,Yes,No,Government Job,Homemaker,HighSchool,Urban,69.2,Management,0,2021
75000,No,No,Engineer,Government Job,Primary School,Semi-Urban,44.0,SC/ST,1,2022
8000,No,No,Doctor,Farmer,No Formal Education,Rural,88.4,Merit,1,2024
45000,No,No,Driver,Teacher,Graduate,Semi-Urban,86.2,Sports,0,2021
12000,Yes,Yes,Doctor,Factory Worker,HighSchool,Rural,51.9,Management,1,2022
25000,No,Yes,Doctor,Homemaker,Graduate,Rural,50.7,Management,1,2023
8000,Yes,Yes,Doctor,Nurse,Diploma,Rural,95.1,Sports,0,2023
100000,No,No,Farmer,Shopkeeper,Diploma,Semi-Urban,98.7,Sports,0,2021
45000,No,Yes,Factory Worker,Daily Wage Worker,Graduate,Urban,82.3,Management,1,2024
12000,No,Yes,Shopkeeper,Government Job,HighSchool,Urban,50.1,Merit,1,2022
18000,No,No,Farmer,Teacher,Postgraduate,Urban,51.7,Sports,1,2023
18000,No,Yes,Daily Wage Worker,Shopkeeper,HighSchool,Rural,79.3,Merit,1,2023
45000,Yes,Yes,Engineer,Factory Worker,Graduate,Urban,45.1,OBC,0,2021
75000,No,Yes,Factory Worker,Shopkeeper,HighSchool,Urban,51.8,Merit,0,2022
12000,No,Yes,Daily Wage Worker,Nurse,Diploma,Urban,40.5,SC/ST,1,2024
18000,No,No,Factory Worker,Shopkeeper,Diploma,Rural,71.9,SC/ST,1,2022
25000,No,No,Small Business,Farmer,HighSchool,Urban,76.4,SC/ST,1,2024
18000,Yes,No,Farmer,Shopkeeper,HighSchool,Semi-Urban,97.2,Merit,1,2023
25000,No,No,Farmer,Government Job,Diploma,Semi-Urban,45.7,Sports,1,2024
5000,Yes,No,Doctor,Homemaker,Graduate,Rural,94.1,Merit,0,2023
8000,No,No,Doctor,Farmer,Diploma,Urban,58.0,Management,1,2023
18000,No,Yes,Engineer,Factory Worker,Primary School,Urban,92.0,SC/ST,1,2023
75000,Yes,No,Teacher,Factory Worker,HighSchool,Urban,80.0,Merit,0,2021
12000,No,Yes,Driver,Nurse,Postgraduate,Rural,59.5,Management,1,2023
12000,Yes,Yes,Driver,Teacher,Primary School,Rural,92.2,SC/ST,1,2023
45000,No,No,Factory Worker,Nurse,Graduate,Urban,75.2,SC/ST,1,2021
75000,No,No,Doctor,Teacher,HighSchool,Urban,78.6,SC/ST,0,2023
18000,Yes,Yes,Small Business,Factory Worker,Diploma,Urban,92.6,Merit,0,2022
3000,No,No,Factory Worker,Homemaker,HighSchool,Urban,66.8,Merit,1,2022
35000,Yes,No,Teacher,Factory Worker,Postgraduate,Rural,46.6,Merit,0,2023
18000,Yes,Yes,Driver,Nurse,Diploma,Semi-Urban,44.8,SC/ST,1,2023
35000,No,No,Factory Worker,Factory Worker,HighSchool,Rural,59.1,Management,1,2021
12000,No,No,Farmer,Daily Wage Worker,Graduate,Semi-Urban,90.6,OBC,1,2024
3000,Yes,Yes,Doctor,Shopkeeper,Primary School,Rural,96.1,Sports,0,2024
12000,No,No,Factory Worker,Teacher,Postgraduate,Semi-Urban,73.3,OBC,1,2022
35000,Yes,No,Shopkeeper,Nurse,HighSchool,Semi-Urban,73.7,Merit,0,2021
18000,No,No,Government Job,Nurse,Postgraduate,Urban,54.6,Merit,0,2023
12000,No,No,Driver,Nurse,Graduate,Rural,92.1,Merit,0,2024
18000,No,No,Small Business,Nurse,HighSchool,Urban,63.0,NRI,1,2023
45000,Yes,No,Government Job,Homemaker,Postgraduate,Rural,68.5,OBC,0,2022
8000,Yes,No,Shopkeeper,Government Job,Postgraduate,Urban,96.6,OBC,0,2023
35000,Yes,Yes,Farmer,Teacher,Graduate,Semi-Urban,87.0,Merit,0,2024
35000,No,Yes,Small Business,Factory Worker,Diploma,Rural,85.1,Management,1,2023
18000,No,No,Driver,Shopkeeper,Graduate,Urban,66.6,Merit,0,2021
100000,No,Yes,Shopkeeper,Daily Wage Worker,Primary School,Rural,48.5,Management,0,2023
60000,No,No,Farmer,Government Job,Postgraduate,Semi-Urban,60.6,SC/ST,0,2021
12000,No,Yes,Driver,Shopkeeper,HighSchool,Urban,65.5,SC/ST,1,2023
3000,Yes,No,Doctor,Teacher,Graduate,Semi-Urban,87.1,SC/ST,0,2021
12000,No,Yes,Driver,Shopkeeper,Graduate,Urban,85.4,Merit,0,2024
8000,No,Yes,Engineer,Farmer,Postgraduate,Semi-Urban,94.3,SC/ST,1,2022
25000,Yes,No,Doctor,Shopkeeper,Graduate,Rural,44.2,Merit,1,2024
75000,No,No,Small Business,Shopkeeper,Graduate,Urban,66.0,Merit,0,2024
60000,Yes,No,Doctor,Nurse,Graduate,Urban,89.0,SC/ST,0,2022
12000,No,No,Engineer,Teacher,Graduate,Rural,67.6,Merit,0,2024
18000,No,No,Engineer,Nurse,No Formal Education,Rural,53.7,OBC,1,2023
3000,Yes,Yes,Small Business,Homemaker,Postgraduate,Rural,87.1,Merit,0,2022
25000,Yes,No,Engineer,Farmer,Diploma,Semi-Urban,43.0,OBC,0,2022
5000,Yes,No,Farmer,Government Job,Graduate,Urban,61.4,Sports,0,2024
75000,No,Yes,Driver,Farmer,HighSchool,Urban,80.5,Merit,0,2024
60000,No,Yes,Engineer,Teacher,Diploma,Urban,49.5,Management,0,2024
12000,Yes,No,Government Job,Factory Worker,Diploma,Rural,89.5,Merit,0,2024
35000,No,Yes,Shopkeeper,Shopkeeper,Postgraduate,Semi-Urban,63.4,SC/ST,1,2024
25000,Yes,Yes,Engineer,Factory Worker,HighSchool,Semi-Urban,62.5,Management,1,2024
45000,No,Yes,Factory Worker,Teacher,Diploma,Rural,96.0,OBC,1,2022
18000,No,No,Shopkeeper,Shopkeeper,Primary School,Semi-Urban,48.7,NRI,1,2022
8000,No,No,Driver,Nurse,Diploma,Semi-Urban,65.7,SC/ST,1,2021
35000,Yes,No,Government Job,Nurse,Diploma,Urban,70.2,SC/ST,0,2023
5000,No,Yes,Doctor,Teacher,Primary School,Urban,45.7,SC/ST,1,2021
25000,Yes,Yes,Driver,Government Job,Graduate,Semi-Urban,58.6,Management,0,2024
12000,No,Yes,Doctor,Daily Wage Worker,Graduate,Semi-Urban,71.4,SC/ST,1,2024
35000,No,No,Small Business,Nurse,Graduate,Urban,94.4,SC/ST,1,2021
60000,No,No,Doctor,Government Job,Graduate,Rural,67.7,NRI,0,2023
5000,Yes,Yes,Daily Wage Worker,Homemaker,Primary School,Rural,73.0,OBC,1,2023
18000,Yes,No,Driver,Teacher,Graduate,Urban,79.8,Merit,0,2023
45000,No,No,Doctor,Teacher,Graduate,Urban,48.6,Merit,0,2021
8000,No,Yes,Small Business,Shopkeeper,Graduate,Urban,48.7,Merit,1,2021
25000,Yes,Yes,Engineer,Factory Worker,Graduate,Urban,68.2,SC/ST,0,2023
